Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
07/07/2022 10:30,06/07/2022,"Calorific Value, LDZ(WS)",39.3,07/07/2022 10:34,
07/07/2022 10:30,06/07/2022,"Calorific Value, Oban",38.8,07/07/2022 10:34,
07/07/2022 10:30,06/07/2022,"Calorific Value, Stornoway",93,07/07/2022 10:34,
07/07/2022 10:30,06/07/2022,"Calorific Value, Stranraer",38.8,07/07/2022 10:34,
07/07/2022 10:30,06/07/2022,"Calorific Value, Thurso",38.8,07/07/2022 10:34,
07/07/2022 10:30,06/07/2022,"Calorific Value, Wick",38.8,07/07/2022 10:34,
06/07/2022 16:00,04/07/2022,"Calorific Value, LDZ(SC)",39.7,06/07/2022 16:04,
06/07/2022 16:00,03/07/2022,"Calorific Value, LDZ(EA)",40,06/07/2022 16:04,
06/07/2022 10:30,05/07/2022,"Calorific Value, Campbeltown",38.8,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, LDZ(EA)",39.9,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, LDZ(EM)",39.8,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, LDZ(NE)",40.3,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, LDZ(NO)",40.1,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, LDZ(NT)",39.9,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, LDZ(NW)",40,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, LDZ(SC)",39.7,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, LDZ(SE)",39.4,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, LDZ(SO)",40,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, LDZ(SW)",39.2,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, LDZ(WM)",39.3,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, LDZ(WN)",40.2,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, LDZ(WS)",39.3,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, Oban",38.8,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, Stornoway",93,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, Stranraer",38.8,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, Thurso",38.8,06/07/2022 10:33,
06/07/2022 10:30,05/07/2022,"Calorific Value, Wick",38.8,06/07/2022 10:33,
05/07/2022 16:00,01/07/2022,"Calorific Value, LDZ(EA)",39.8,05/07/2022 16:04,
05/07/2022 10:30,04/07/2022,"Calorific Value, Campbeltown",38.8,05/07/2022 10:34,
05/07/2022 10:30,04/07/2022,"Calorific Value, LDZ(EA)",39.9,05/07/2022 10:34,
05/07/2022 10:30,04/07/2022,"Calorific Value, LDZ(EM)",39.8,05/07/2022 10:34,
05/07/2022 10:30,04/07/2022,"Calorific Value, LDZ(NE)",40.3,05/07/2022 10:34,
05/07/2022 10:30,04/07/2022,"Calorific Value, LDZ(NO)",40.2,05/07/2022 10:34,
05/07/2022 10:30,04/07/2022,"Calorific Value, LDZ(NT)",40,05/07/2022 10:34,
05/07/2022 10:30,04/07/2022,"Calorific Value, LDZ(NW)",40,05/07/2022 10:34,
05/07/2022 10:30,04/07/2022,"Calorific Value, LDZ(SE)",39.3,05/07/2022 10:34,
05/07/2022 10:30,04/07/2022,"Calorific Value, LDZ(SO)",40,05/07/2022 10:34,
05/07/2022 10:30,04/07/2022,"Calorific Value, LDZ(SW)",39.2,05/07/2022 10:34,
05/07/2022 10:30,04/07/2022,"Calorific Value, LDZ(WM)",39.2,05/07/2022 10:34,
05/07/2022 10:30,04/07/2022,"Calorific Value, LDZ(WN)",40.3,05/07/2022 10:34,
05/07/2022 10:30,04/07/2022,"Calorific Value, LDZ(WS)",39.2,05/07/2022 10:34,
05/07/2022 10:30,04/07/2022,"Calorific Value, Oban",38.8,05/07/2022 10:34,
05/07/2022 10:30,04/07/2022,"Calorific Value, Stornoway",93,05/07/2022 10:34,
05/07/2022 10:30,04/07/2022,"Calorific Value, Stranraer",38.8,05/07/2022 10:34,
05/07/2022 10:30,04/07/2022,"Calorific Value, Thurso",38.8,05/07/2022 10:34,
05/07/2022 10:30,04/07/2022,"Calorific Value, Wick",38.8,05/07/2022 10:34,
04/07/2022 16:00,03/07/2022,"Calorific Value, LDZ(SC)",39.6,04/07/2022 16:07,
04/07/2022 10:30,03/07/2022,"Calorific Value, Campbeltown",38.8,04/07/2022 10:33,
04/07/2022 10:30,03/07/2022,"Calorific Value, LDZ(EM)",39.9,04/07/2022 10:33,
04/07/2022 10:30,03/07/2022,"Calorific Value, LDZ(NE)",40.3,04/07/2022 10:33,
04/07/2022 10:30,03/07/2022,"Calorific Value, LDZ(NO)",40.2,04/07/2022 10:33,
04/07/2022 10:30,03/07/2022,"Calorific Value, LDZ(NT)",40.1,04/07/2022 10:33,
04/07/2022 10:30,03/07/2022,"Calorific Value, LDZ(NW)",40,04/07/2022 10:33,
04/07/2022 10:30,03/07/2022,"Calorific Value, LDZ(SE)",39.2,04/07/2022 10:33,
04/07/2022 10:30,03/07/2022,"Calorific Value, LDZ(SO)",40,04/07/2022 10:33,
04/07/2022 10:30,03/07/2022,"Calorific Value, LDZ(SW)",39.3,04/07/2022 10:33,
04/07/2022 10:30,03/07/2022,"Calorific Value, LDZ(WM)",39.3,04/07/2022 10:33,
04/07/2022 10:30,03/07/2022,"Calorific Value, LDZ(WN)",40.3,04/07/2022 10:33,
04/07/2022 10:30,03/07/2022,"Calorific Value, LDZ(WS)",39.2,04/07/2022 10:33,
04/07/2022 10:30,03/07/2022,"Calorific Value, Oban",38.8,04/07/2022 10:33,
04/07/2022 10:30,03/07/2022,"Calorific Value, Stornoway",93,04/07/2022 10:33,
04/07/2022 10:30,03/07/2022,"Calorific Value, Stranraer",38.8,04/07/2022 10:33,
04/07/2022 10:30,03/07/2022,"Calorific Value, Thurso",38.8,04/07/2022 10:33,
04/07/2022 10:30,03/07/2022,"Calorific Value, Wick",38.8,04/07/2022 10:33,
03/07/2022 16:00,02/07/2022,"Calorific Value, LDZ(SC)",39.7,03/07/2022 16:03,
03/07/2022 10:30,02/07/2022,"Calorific Value, Campbeltown",38.8,03/07/2022 10:33,
03/07/2022 10:30,02/07/2022,"Calorific Value, LDZ(EA)",39.8,03/07/2022 10:33,
03/07/2022 10:30,02/07/2022,"Calorific Value, LDZ(EM)",39.8,03/07/2022 10:33,
03/07/2022 10:30,02/07/2022,"Calorific Value, LDZ(NE)",40.3,03/07/2022 10:33,
03/07/2022 10:30,02/07/2022,"Calorific Value, LDZ(NO)",40.2,03/07/2022 10:33,
03/07/2022 10:30,02/07/2022,"Calorific Value, LDZ(NT)",39.8,03/07/2022 10:33,
03/07/2022 10:30,02/07/2022,"Calorific Value, LDZ(NW)",40.1,03/07/2022 10:33,
03/07/2022 10:30,02/07/2022,"Calorific Value, LDZ(SE)",39.4,03/07/2022 10:33,
03/07/2022 10:30,02/07/2022,"Calorific Value, LDZ(SO)",39.8,03/07/2022 10:33,
03/07/2022 10:30,02/07/2022,"Calorific Value, LDZ(SW)",39.3,03/07/2022 10:33,
03/07/2022 10:30,02/07/2022,"Calorific Value, LDZ(WM)",39.3,03/07/2022 10:33,
03/07/2022 10:30,02/07/2022,"Calorific Value, LDZ(WN)",40.1,03/07/2022 10:33,
03/07/2022 10:30,02/07/2022,"Calorific Value, LDZ(WS)",39.3,03/07/2022 10:33,
03/07/2022 10:30,02/07/2022,"Calorific Value, Oban",38.8,03/07/2022 10:33,
03/07/2022 10:30,02/07/2022,"Calorific Value, Stornoway",93,03/07/2022 10:33,
03/07/2022 10:30,02/07/2022,"Calorific Value, Stranraer",38.8,03/07/2022 10:33,
03/07/2022 10:30,02/07/2022,"Calorific Value, Thurso",38.8,03/07/2022 10:33,
03/07/2022 10:30,02/07/2022,"Calorific Value, Wick",38.8,03/07/2022 10:33,
02/07/2022 16:00,01/07/2022,"Calorific Value, LDZ(NW)",39.9,02/07/2022 16:03,
02/07/2022 16:00,01/07/2022,"Calorific Value, LDZ(SO)",39.8,02/07/2022 16:03,
02/07/2022 10:30,01/07/2022,"Calorific Value, Campbeltown",38.8,02/07/2022 10:34,
02/07/2022 10:30,01/07/2022,"Calorific Value, LDZ(EM)",39.8,02/07/2022 10:34,
02/07/2022 10:30,01/07/2022,"Calorific Value, LDZ(NE)",40.3,02/07/2022 10:34,
02/07/2022 10:30,01/07/2022,"Calorific Value, LDZ(NO)",40.2,02/07/2022 10:34,
02/07/2022 10:30,01/07/2022,"Calorific Value, LDZ(NT)",39.8,02/07/2022 10:34,
02/07/2022 10:30,01/07/2022,"Calorific Value, LDZ(SC)",39.8,02/07/2022 10:34,
02/07/2022 10:30,01/07/2022,"Calorific Value, LDZ(SE)",39.4,02/07/2022 10:34,
02/07/2022 10:30,01/07/2022,"Calorific Value, LDZ(SW)",39.3,02/07/2022 10:34,
02/07/2022 10:30,01/07/2022,"Calorific Value, LDZ(WM)",39.3,02/07/2022 10:34,
02/07/2022 10:30,01/07/2022,"Calorific Value, LDZ(WN)",40.1,02/07/2022 10:34,
02/07/2022 10:30,01/07/2022,"Calorific Value, LDZ(WS)",39.3,02/07/2022 10:34,
02/07/2022 10:30,01/07/2022,"Calorific Value, Oban",38.8,02/07/2022 10:34,
02/07/2022 10:30,01/07/2022,"Calorific Value, Stornoway",93,02/07/2022 10:34,
02/07/2022 10:30,01/07/2022,"Calorific Value, Stranraer",38.8,02/07/2022 10:34,
02/07/2022 10:30,01/07/2022,"Calorific Value, Thurso",38.8,02/07/2022 10:34,
02/07/2022 10:30,01/07/2022,"Calorific Value, Wick",38.8,02/07/2022 10:34,
01/07/2022 16:00,30/06/2022,"Calorific Value, LDZ(SC)",39.8,01/07/2022 16:04,
01/07/2022 10:30,30/06/2022,"Calorific Value, Campbeltown",38.8,01/07/2022 10:34,
01/07/2022 10:30,30/06/2022,"Calorific Value, LDZ(EA)",39.7,01/07/2022 10:34,
01/07/2022 10:30,30/06/2022,"Calorific Value, LDZ(EM)",39.8,01/07/2022 10:34,
01/07/2022 10:30,30/06/2022,"Calorific Value, LDZ(NE)",40.2,01/07/2022 10:34,
01/07/2022 10:30,30/06/2022,"Calorific Value, LDZ(NO)",40.4,01/07/2022 10:34,
01/07/2022 10:30,30/06/2022,"Calorific Value, LDZ(NT)",39.7,01/07/2022 10:34,
01/07/2022 10:30,30/06/2022,"Calorific Value, LDZ(NW)",40,01/07/2022 10:34,
01/07/2022 10:30,30/06/2022,"Calorific Value, LDZ(SE)",39.5,01/07/2022 10:34,
01/07/2022 10:30,30/06/2022,"Calorific Value, LDZ(SO)",39.7,01/07/2022 10:34,
01/07/2022 10:30,30/06/2022,"Calorific Value, LDZ(SW)",39.2,01/07/2022 10:34,
01/07/2022 10:30,30/06/2022,"Calorific Value, LDZ(WM)",39.3,01/07/2022 10:34,
01/07/2022 10:30,30/06/2022,"Calorific Value, LDZ(WN)",39.9,01/07/2022 10:34,
01/07/2022 10:30,30/06/2022,"Calorific Value, LDZ(WS)",39.3,01/07/2022 10:34,
01/07/2022 10:30,30/06/2022,"Calorific Value, Oban",38.8,01/07/2022 10:34,
01/07/2022 10:30,30/06/2022,"Calorific Value, Stornoway",93,01/07/2022 10:34,
01/07/2022 10:30,30/06/2022,"Calorific Value, Stranraer",38.8,01/07/2022 10:34,
01/07/2022 10:30,30/06/2022,"Calorific Value, Thurso",38.8,01/07/2022 10:34,
01/07/2022 10:30,30/06/2022,"Calorific Value, Wick",38.8,01/07/2022 10:34,
30/06/2022 16:00,29/06/2022,"Calorific Value, LDZ(SC)",39.6,30/06/2022 16:03,
30/06/2022 16:00,28/06/2022,"Calorific Value, LDZ(EA)",39.7,30/06/2022 16:03,
30/06/2022 10:30,29/06/2022,"Calorific Value, Campbeltown",38.8,30/06/2022 10:34,
30/06/2022 10:30,29/06/2022,"Calorific Value, LDZ(EA)",39.7,30/06/2022 10:34,
30/06/2022 10:30,29/06/2022,"Calorific Value, LDZ(EM)",39.5,30/06/2022 10:34,
30/06/2022 10:30,29/06/2022,"Calorific Value, LDZ(NE)",40.3,30/06/2022 10:34,
30/06/2022 10:30,29/06/2022,"Calorific Value, LDZ(NO)",40.3,30/06/2022 10:34,
30/06/2022 10:30,29/06/2022,"Calorific Value, LDZ(NT)",39.8,30/06/2022 10:34,
30/06/2022 10:30,29/06/2022,"Calorific Value, LDZ(NW)",39.9,30/06/2022 10:34,
30/06/2022 10:30,29/06/2022,"Calorific Value, LDZ(SE)",39.5,30/06/2022 10:34,
30/06/2022 10:30,29/06/2022,"Calorific Value, LDZ(SO)",39.7,30/06/2022 10:34,
30/06/2022 10:30,29/06/2022,"Calorific Value, LDZ(SW)",39.3,30/06/2022 10:34,
30/06/2022 10:30,29/06/2022,"Calorific Value, LDZ(WM)",39.3,30/06/2022 10:34,
30/06/2022 10:30,29/06/2022,"Calorific Value, LDZ(WN)",39.9,30/06/2022 10:34,
30/06/2022 10:30,29/06/2022,"Calorific Value, LDZ(WS)",39.3,30/06/2022 10:34,
30/06/2022 10:30,29/06/2022,"Calorific Value, Oban",38.8,30/06/2022 10:34,
30/06/2022 10:30,29/06/2022,"Calorific Value, Stornoway",93,30/06/2022 10:34,
30/06/2022 10:30,29/06/2022,"Calorific Value, Stranraer",38.8,30/06/2022 10:34,
30/06/2022 10:30,29/06/2022,"Calorific Value, Thurso",38.8,30/06/2022 10:34,
30/06/2022 10:30,29/06/2022,"Calorific Value, Wick",38.8,30/06/2022 10:34,
29/06/2022 10:30,28/06/2022,"Calorific Value, Campbeltown",38.8,29/06/2022 10:33,
29/06/2022 10:30,28/06/2022,"Calorific Value, LDZ(EM)",39.5,29/06/2022 10:33,
29/06/2022 10:30,28/06/2022,"Calorific Value, LDZ(NE)",40.3,29/06/2022 10:33,
29/06/2022 10:30,28/06/2022,"Calorific Value, LDZ(NO)",40.2,29/06/2022 10:33,
29/06/2022 10:30,28/06/2022,"Calorific Value, LDZ(NT)",39.7,29/06/2022 10:33,
29/06/2022 10:30,28/06/2022,"Calorific Value, LDZ(NW)",39.8,29/06/2022 10:33,
29/06/2022 10:30,28/06/2022,"Calorific Value, LDZ(SC)",39.7,29/06/2022 10:33,
29/06/2022 10:30,28/06/2022,"Calorific Value, LDZ(SE)",39.4,29/06/2022 10:33,
29/06/2022 10:30,28/06/2022,"Calorific Value, LDZ(SO)",39.7,29/06/2022 10:33,
29/06/2022 10:30,28/06/2022,"Calorific Value, LDZ(SW)",39.3,29/06/2022 10:33,
29/06/2022 10:30,28/06/2022,"Calorific Value, LDZ(WM)",39.2,29/06/2022 10:33,
29/06/2022 10:30,28/06/2022,"Calorific Value, LDZ(WN)",39.9,29/06/2022 10:33,
29/06/2022 10:30,28/06/2022,"Calorific Value, LDZ(WS)",39.2,29/06/2022 10:33,
29/06/2022 10:30,28/06/2022,"Calorific Value, Oban",38.8,29/06/2022 10:33,
29/06/2022 10:30,28/06/2022,"Calorific Value, Stornoway",93,29/06/2022 10:33,
29/06/2022 10:30,28/06/2022,"Calorific Value, Stranraer",38.8,29/06/2022 10:33,
29/06/2022 10:30,28/06/2022,"Calorific Value, Thurso",38.8,29/06/2022 10:33,
29/06/2022 10:30,28/06/2022,"Calorific Value, Wick",38.8,29/06/2022 10:33,
28/06/2022 10:30,27/06/2022,"Calorific Value, Campbeltown",38.8,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, LDZ(EA)",39.8,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, LDZ(EM)",39.6,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, LDZ(NE)",40.3,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, LDZ(NO)",40.1,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, LDZ(NT)",39.8,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, LDZ(NW)",39.8,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, LDZ(SC)",39.7,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, LDZ(SE)",39.3,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, LDZ(SO)",39.8,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, LDZ(SW)",39.2,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, LDZ(WM)",39.3,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, LDZ(WN)",39.8,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, LDZ(WS)",39.2,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, Oban",38.8,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, Stornoway",93,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, Stranraer",38.8,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, Thurso",38.8,28/06/2022 10:34,
28/06/2022 10:30,27/06/2022,"Calorific Value, Wick",38.8,28/06/2022 10:34,
27/06/2022 16:00,26/06/2022,"Calorific Value, LDZ(SC)",39.7,27/06/2022 16:03,
27/06/2022 16:00,25/06/2022,"Calorific Value, LDZ(SC)",39.6,27/06/2022 16:03,
27/06/2022 16:00,25/06/2022,"Calorific Value, LDZ(SE)",39.5,27/06/2022 16:03,
27/06/2022 16:00,22/06/2022,"Calorific Value, LDZ(SO)",39.8,27/06/2022 16:03,
27/06/2022 10:30,26/06/2022,"Calorific Value, Campbeltown",38.8,27/06/2022 10:33,
27/06/2022 10:30,26/06/2022,"Calorific Value, LDZ(EA)",39.8,27/06/2022 10:33,
27/06/2022 10:30,26/06/2022,"Calorific Value, LDZ(EM)",39.7,27/06/2022 10:33,
27/06/2022 10:30,26/06/2022,"Calorific Value, LDZ(NE)",40.2,27/06/2022 10:33,
27/06/2022 10:30,26/06/2022,"Calorific Value, LDZ(NO)",40.1,27/06/2022 10:33,
27/06/2022 10:30,26/06/2022,"Calorific Value, LDZ(NT)",39.9,27/06/2022 10:33,
27/06/2022 10:30,26/06/2022,"Calorific Value, LDZ(NW)",39.7,27/06/2022 10:33,
27/06/2022 10:30,26/06/2022,"Calorific Value, LDZ(SE)",39.4,27/06/2022 10:33,
27/06/2022 10:30,26/06/2022,"Calorific Value, LDZ(SO)",39.9,27/06/2022 10:33,
27/06/2022 10:30,26/06/2022,"Calorific Value, LDZ(SW)",39.3,27/06/2022 10:33,
27/06/2022 10:30,26/06/2022,"Calorific Value, LDZ(WM)",39.2,27/06/2022 10:33,
27/06/2022 10:30,26/06/2022,"Calorific Value, LDZ(WN)",40,27/06/2022 10:33,
27/06/2022 10:30,26/06/2022,"Calorific Value, LDZ(WS)",39.2,27/06/2022 10:33,
27/06/2022 10:30,26/06/2022,"Calorific Value, Oban",38.8,27/06/2022 10:33,
27/06/2022 10:30,26/06/2022,"Calorific Value, Stornoway",93,27/06/2022 10:33,
27/06/2022 10:30,26/06/2022,"Calorific Value, Stranraer",38.8,27/06/2022 10:33,
27/06/2022 10:30,26/06/2022,"Calorific Value, Thurso",38.8,27/06/2022 10:33,
27/06/2022 10:30,26/06/2022,"Calorific Value, Wick",38.8,27/06/2022 10:33,
26/06/2022 10:30,25/06/2022,"Calorific Value, Campbeltown",38.8,26/06/2022 10:33,
26/06/2022 10:30,25/06/2022,"Calorific Value, LDZ(EA)",39.9,26/06/2022 10:33,
26/06/2022 10:30,25/06/2022,"Calorific Value, LDZ(EM)",39.8,26/06/2022 10:33,
26/06/2022 10:30,25/06/2022,"Calorific Value, LDZ(NE)",40.2,26/06/2022 10:33,
26/06/2022 10:30,25/06/2022,"Calorific Value, LDZ(NO)",40.3,26/06/2022 10:33,
26/06/2022 10:30,25/06/2022,"Calorific Value, LDZ(NT)",39.9,26/06/2022 10:33,
26/06/2022 10:30,25/06/2022,"Calorific Value, LDZ(NW)",39.7,26/06/2022 10:33,
26/06/2022 10:30,25/06/2022,"Calorific Value, LDZ(SO)",39.9,26/06/2022 10:33,
26/06/2022 10:30,25/06/2022,"Calorific Value, LDZ(SW)",39.2,26/06/2022 10:33,
26/06/2022 10:30,25/06/2022,"Calorific Value, LDZ(WM)",39.3,26/06/2022 10:33,
26/06/2022 10:30,25/06/2022,"Calorific Value, LDZ(WN)",40,26/06/2022 10:33,
26/06/2022 10:30,25/06/2022,"Calorific Value, LDZ(WS)",39.2,26/06/2022 10:33,
26/06/2022 10:30,25/06/2022,"Calorific Value, Oban",38.8,26/06/2022 10:33,
26/06/2022 10:30,25/06/2022,"Calorific Value, Stornoway",93,26/06/2022 10:33,
26/06/2022 10:30,25/06/2022,"Calorific Value, Stranraer",38.8,26/06/2022 10:33,
26/06/2022 10:30,25/06/2022,"Calorific Value, Thurso",38.8,26/06/2022 10:33,
26/06/2022 10:30,25/06/2022,"Calorific Value, Wick",38.8,26/06/2022 10:33,
25/06/2022 10:30,24/06/2022,"Calorific Value, Campbeltown",38.8,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, LDZ(EA)",39.9,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, LDZ(EM)",39.8,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, LDZ(NE)",40.3,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, LDZ(NO)",40.2,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, LDZ(NT)",39.9,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, LDZ(NW)",39.8,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, LDZ(SC)",39.5,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, LDZ(SE)",39.4,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, LDZ(SO)",39.9,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, LDZ(SW)",39.2,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, LDZ(WM)",39.3,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, LDZ(WN)",40,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, LDZ(WS)",39.3,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, Oban",38.8,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, Stornoway",93,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, Stranraer",38.8,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, Thurso",38.8,25/06/2022 11:08,
25/06/2022 10:30,24/06/2022,"Calorific Value, Wick",38.8,25/06/2022 11:08,
24/06/2022 16:00,23/06/2022,"Calorific Value, LDZ(EM)",39.9,24/06/2022 16:03,
24/06/2022 16:00,23/06/2022,"Calorific Value, LDZ(SE)",39.4,24/06/2022 16:03,
24/06/2022 10:30,23/06/2022,"Calorific Value, Campbeltown",38.8,24/06/2022 10:35,
24/06/2022 10:30,23/06/2022,"Calorific Value, LDZ(EA)",39.9,24/06/2022 10:35,
24/06/2022 10:30,23/06/2022,"Calorific Value, LDZ(NE)",40.3,24/06/2022 10:35,
24/06/2022 10:30,23/06/2022,"Calorific Value, LDZ(NO)",40.1,24/06/2022 10:35,
24/06/2022 10:30,23/06/2022,"Calorific Value, LDZ(NT)",40,24/06/2022 10:35,
24/06/2022 10:30,23/06/2022,"Calorific Value, LDZ(NW)",39.8,24/06/2022 10:35,
24/06/2022 10:30,23/06/2022,"Calorific Value, LDZ(SC)",39.6,24/06/2022 10:35,
24/06/2022 10:30,23/06/2022,"Calorific Value, LDZ(SO)",39.9,24/06/2022 10:35,
24/06/2022 10:30,23/06/2022,"Calorific Value, LDZ(SW)",39.1,24/06/2022 10:35,
24/06/2022 10:30,23/06/2022,"Calorific Value, LDZ(WM)",39.2,24/06/2022 10:35,
24/06/2022 10:30,23/06/2022,"Calorific Value, LDZ(WN)",39.9,24/06/2022 10:35,
24/06/2022 10:30,23/06/2022,"Calorific Value, LDZ(WS)",39.1,24/06/2022 10:35,
24/06/2022 10:30,23/06/2022,"Calorific Value, Oban",38.8,24/06/2022 10:35,
24/06/2022 10:30,23/06/2022,"Calorific Value, Stornoway",93,24/06/2022 10:35,
24/06/2022 10:30,23/06/2022,"Calorific Value, Stranraer",38.8,24/06/2022 10:35,
24/06/2022 10:30,23/06/2022,"Calorific Value, Thurso",38.8,24/06/2022 10:35,
24/06/2022 10:30,23/06/2022,"Calorific Value, Wick",38.8,24/06/2022 10:35,
23/06/2022 10:30,22/06/2022,"Calorific Value, Campbeltown",38.8,23/06/2022 10:34,
23/06/2022 10:30,22/06/2022,"Calorific Value, LDZ(EA)",39.9,23/06/2022 10:34,
23/06/2022 10:30,22/06/2022,"Calorific Value, LDZ(EM)",39.8,23/06/2022 10:34,
23/06/2022 10:30,22/06/2022,"Calorific Value, LDZ(NE)",40.3,23/06/2022 10:34,
23/06/2022 10:30,22/06/2022,"Calorific Value, LDZ(NO)",40.1,23/06/2022 10:34,
23/06/2022 10:30,22/06/2022,"Calorific Value, LDZ(NT)",40,23/06/2022 10:34,
23/06/2022 10:30,22/06/2022,"Calorific Value, LDZ(NW)",39.9,23/06/2022 10:34,
23/06/2022 10:30,22/06/2022,"Calorific Value, LDZ(SC)",39.7,23/06/2022 10:34,
23/06/2022 10:30,22/06/2022,"Calorific Value, LDZ(SE)",39.3,23/06/2022 10:34,
23/06/2022 10:30,22/06/2022,"Calorific Value, LDZ(SW)",39.1,23/06/2022 10:34,
23/06/2022 10:30,22/06/2022,"Calorific Value, LDZ(WM)",39.2,23/06/2022 10:34,
23/06/2022 10:30,22/06/2022,"Calorific Value, LDZ(WN)",39.9,23/06/2022 10:34,
23/06/2022 10:30,22/06/2022,"Calorific Value, LDZ(WS)",39.1,23/06/2022 10:34,
23/06/2022 10:30,22/06/2022,"Calorific Value, Oban",38.8,23/06/2022 10:34,
23/06/2022 10:30,22/06/2022,"Calorific Value, Stornoway",93,23/06/2022 10:34,
23/06/2022 10:30,22/06/2022,"Calorific Value, Stranraer",38.8,23/06/2022 10:34,
23/06/2022 10:30,22/06/2022,"Calorific Value, Thurso",38.8,23/06/2022 10:34,
23/06/2022 10:30,22/06/2022,"Calorific Value, Wick",38.8,23/06/2022 10:34,
22/06/2022 16:00,21/06/2022,"Calorific Value, LDZ(SC)",39.7,22/06/2022 16:03,
22/06/2022 10:30,21/06/2022,"Calorific Value, Campbeltown",38.8,22/06/2022 10:33,
22/06/2022 10:30,21/06/2022,"Calorific Value, LDZ(EA)",39.8,22/06/2022 10:33,
22/06/2022 10:30,21/06/2022,"Calorific Value, LDZ(EM)",39.9,22/06/2022 10:33,
22/06/2022 10:30,21/06/2022,"Calorific Value, LDZ(NE)",40.3,22/06/2022 10:33,
22/06/2022 10:30,21/06/2022,"Calorific Value, LDZ(NO)",40.1,22/06/2022 10:33,
22/06/2022 10:30,21/06/2022,"Calorific Value, LDZ(NT)",39.9,22/06/2022 10:33,
22/06/2022 10:30,21/06/2022,"Calorific Value, LDZ(NW)",39.9,22/06/2022 10:33,
22/06/2022 10:30,21/06/2022,"Calorific Value, LDZ(SE)",39.2,22/06/2022 10:33,
